date,facility_id,facility_name,city,country,facility_type,latitude,longitude,size_sqm,capacity,energy_consumption_kwh,energy_cost_usd,water_usage_liters,maintenance_cost_usd,downtime_hours,occupancy_count,occupancy_pct,equipment_utilization_pct,waste_generated_kg,co2_emissions_kg,temperature_c,humidity_pct,safety_incidents,day_of_week,month,is_weekend
2025-02-07,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7105.9,948.05,12418.9,1389.62,0.76,235,67.2,71.1,853.6,3640.3,15.9,48.0,0,Friday,February,False
2025-02-08,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4428.4,590.81,7317.5,1660.67,6.22,130,37.2,72.3,291.5,2100.9,13.9,46.9,0,Saturday,February,True
2025-02-09,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4286.2,571.84,7036.2,1230.31,0.17,150,43.0,93.6,343.5,1841.5,16.0,49.1,0,Sunday,February,True
2025-02-10,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7865.1,1049.33,12659.6,2984.1,2.3,193,55.1,89.5,724.4,3943.0,13.8,41.3,0,Monday,February,False
2025-02-11,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7947.1,1060.27,14171.7,1836.7,0.5,211,60.4,47.2,777.8,3444.5,16.0,56.5,0,Tuesday,February,False
2025-02-12,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7138.5,952.39,11580.3,1348.71,1.04,342,97.6,88.8,694.9,3395.9,19.4,41.0,0,Wednesday,February,False
2025-02-13,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7371.9,983.53,11487.2,1804.26,1.14,242,69.2,77.3,691.8,3331.5,14.4,43.7,0,Thursday,February,False
2025-02-14,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7705.8,1028.08,11599.5,1263.74,1.39,298,85.0,71.4,886.5,3759.0,17.8,49.5,0,Friday,February,False
2025-02-15,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4035.6,538.41,7058.1,2207.35,1.18,142,40.5,68.6,492.7,1775.6,18.9,47.6,0,Saturday,February,True
2025-02-16,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4131.4,551.19,6886.4,1427.68,0.7,135,38.5,69.1,391.5,2004.9,14.6,51.3,0,Sunday,February,True
2025-02-17,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7110.2,948.61,13154.7,996.38,1.49,276,79.0,71.6,715.3,3288.3,19.6,45.6,0,Monday,February,False
2025-02-18,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,8051.8,1074.24,12352.5,2286.48,1.62,262,74.7,67.5,727.5,3469.1,16.8,41.2,0,Tuesday,February,False
2025-02-19,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7864.8,1049.29,12215.1,1545.1,0.36,255,72.8,65.3,1013.2,3103.8,18.9,39.8,0,Wednesday,February,False
2025-02-20,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7986.4,1065.51,12717.2,896.41,1.58,258,73.8,68.3,762.2,3660.2,17.2,56.4,0,Thursday,February,False
2025-02-21,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7717.5,1029.64,14052.4,2736.06,2.36,270,77.0,81.0,939.4,3428.1,16.0,46.1,0,Friday,February,False
2025-02-22,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,3809.9,508.3,6163.9,2076.12,1.86,133,38.0,78.5,464.1,1977.1,12.3,46.9,0,Saturday,February,True
2025-02-23,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,3954.8,527.64,6287.1,1738.27,2.1,136,38.8,83.2,411.6,1876.5,15.0,56.9,0,Sunday,February,True
2025-02-24,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7082.7,944.94,12363.8,1583.75,1.32,234,66.9,77.4,686.4,3578.0,17.6,45.5,0,Monday,February,False
2025-02-25,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7270.7,970.02,14309.0,1542.74,0.18,228,65.2,65.8,849.1,3435.1,18.8,48.3,0,Tuesday,February,False
2025-02-26,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7843.8,1046.49,11239.0,1530.53,0.31,307,87.8,82.6,670.6,3620.5,14.4,43.1,0,Wednesday,February,False
2025-02-27,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,6716.1,896.04,12268.7,1546.79,1.47,236,67.4,68.6,716.2,3566.4,16.4,41.8,0,Thursday,February,False
2025-02-28,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7101.2,947.41,11403.9,1357.52,2.11,285,81.5,84.1,835.4,3481.3,15.7,58.0,0,Friday,February,False
2025-03-01,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,3947.3,526.64,6953.0,1648.71,4.0,138,39.3,67.1,403.1,1767.9,17.0,58.2,0,Saturday,March,True
2025-03-02,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,3720.4,496.37,5619.8,1345.69,2.15,150,43.0,71.6,393.4,1827.1,16.5,53.9,0,Sunday,March,True
2025-03-03,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7426.4,990.8,11213.5,1844.37,0.06,259,74.1,74.6,725.1,3238.5,15.8,53.9,0,Monday,March,False
2025-03-04,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7179.0,957.8,13464.9,1696.53,0.35,213,60.8,84.3,681.9,3762.5,17.2,52.8,0,Tuesday,March,False
2025-03-05,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7811.4,1042.17,12214.0,1291.21,3.48,260,74.3,79.6,811.5,3604.0,15.2,45.5,0,Wednesday,March,False
2025-03-06,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7196.1,960.07,11467.6,1658.6,0.92,275,78.6,78.2,764.4,3423.6,16.2,50.8,0,Thursday,March,False
2025-03-07,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7512.4,1002.28,12140.5,2035.64,1.19,235,67.0,95.6,605.6,3277.6,17.3,47.0,0,Friday,March,False
2025-03-08,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4045.9,539.79,6663.0,359.66,0.15,176,50.2,60.8,387.6,1771.5,15.1,36.7,0,Saturday,March,True
2025-03-09,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,3417.6,455.96,6992.6,2056.75,2.75,154,44.1,68.3,395.1,1889.9,15.6,55.4,0,Sunday,March,True
2025-03-10,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,6667.9,889.6,10140.9,976.34,1.65,281,80.2,67.9,717.6,3844.2,15.3,52.7,0,Monday,March,False
2025-03-11,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7459.7,995.24,11145.2,1435.85,0.35,283,81.0,61.4,828.6,3404.3,16.8,43.5,0,Tuesday,March,False
2025-03-12,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7435.8,992.05,11218.8,16.44,0.12,199,56.8,71.3,680.2,3687.2,16.6,48.4,0,Wednesday,March,False
2025-03-13,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7254.5,967.87,12752.2,2049.25,1.46,278,79.4,84.4,1068.6,3465.0,15.3,55.6,0,Thursday,March,False
2025-03-14,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7862.5,1048.98,12129.5,1267.4,1.19,318,91.0,72.5,918.3,3531.8,16.6,51.2,0,Friday,March,False
2025-03-15,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4125.7,550.44,7441.0,1411.35,1.99,154,43.9,74.9,504.7,1805.9,11.8,42.2,0,Saturday,March,True
2025-03-16,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4379.0,584.23,7112.3,1764.86,1.7,139,39.7,61.9,353.3,1841.8,17.3,44.8,0,Sunday,March,True
2025-03-17,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,6200.7,827.28,11788.3,530.66,0.87,231,65.9,70.5,528.7,3197.2,17.4,60.3,0,Monday,March,False
2025-03-18,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,8029.4,1071.25,12073.0,2272.06,0.58,228,65.1,73.7,721.6,3466.3,15.3,51.5,0,Tuesday,March,False
2025-03-19,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7006.5,934.78,13373.5,2728.3,0.98,225,64.3,84.0,793.7,3335.5,14.9,56.6,0,Wednesday,March,False
2025-03-20,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7281.4,971.46,13507.0,1814.88,0.58,249,71.2,62.3,741.8,3478.4,15.9,60.7,0,Thursday,March,False
2025-03-21,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7787.8,1039.01,12024.1,1474.78,1.01,232,66.2,73.7,699.8,3158.7,14.6,49.3,0,Friday,March,False
2025-03-22,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,3491.1,465.77,6139.0,1735.22,1.16,141,40.1,88.2,308.9,1925.5,14.9,53.5,0,Saturday,March,True
2025-03-23,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,3937.9,525.38,5544.3,1665.39,0.22,146,41.6,73.8,376.0,1888.1,16.5,42.1,0,Sunday,March,True
2025-03-24,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7711.0,1028.78,10081.3,2164.72,1.79,215,61.4,58.2,732.5,3425.6,17.2,49.1,0,Monday,March,False
2025-03-25,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7002.8,934.28,12577.7,2461.96,0.76,240,68.5,90.0,703.8,3486.1,16.5,55.2,0,Tuesday,March,False
2025-03-26,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7672.2,1023.59,12560.7,1464.62,0.28,244,69.8,84.9,703.1,3337.8,20.3,51.5,0,Wednesday,March,False
2025-03-27,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7570.5,1010.02,11470.2,1849.2,0.78,244,69.6,86.1,669.2,4299.8,17.9,54.9,0,Thursday,March,False
2025-03-28,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7351.3,980.78,13391.9,1310.9,1.39,260,74.3,61.7,949.0,3507.5,17.1,57.4,0,Friday,March,False
2025-03-29,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4147.9,553.39,6562.8,1960.07,1.23,144,41.3,92.2,462.6,1882.3,17.1,55.8,0,Saturday,March,True
2025-03-30,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4316.7,575.92,6361.7,1986.06,1.57,137,39.0,70.8,478.1,1966.4,16.2,54.8,0,Sunday,March,True
2025-03-31,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7549.6,1007.24,13281.5,1610.72,2.06,242,69.1,73.2,791.4,3276.2,16.8,54.2,0,Monday,March,False
2025-04-01,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7696.3,1026.81,13159.3,2021.32,2.48,259,74.0,71.4,608.0,3269.9,16.4,50.6,0,Tuesday,April,False
2025-04-02,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,6908.3,921.67,12106.4,1712.5,1.43,297,84.8,86.9,844.5,3594.6,17.7,49.0,0,Wednesday,April,False
2025-04-03,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7553.3,1007.73,12667.6,1681.81,0.04,222,63.3,76.3,914.0,3617.9,15.7,60.6,0,Thursday,April,False
2025-04-04,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7517.6,1002.97,12798.8,1183.51,0.86,289,82.5,82.5,930.6,3692.5,15.7,57.9,0,Friday,April,False
2025-04-05,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4290.7,572.44,7865.2,1813.54,0.11,119,34.1,78.7,457.3,1688.7,17.9,50.2,0,Saturday,April,True
2025-04-06,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,3743.2,499.4,6634.2,1364.58,2.88,148,42.2,77.1,418.2,1860.6,15.5,54.6,1,Sunday,April,True
2025-04-07,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7791.4,1039.49,11048.2,2231.27,3.18,287,81.9,69.1,760.0,3494.7,14.8,47.5,0,Monday,April,False
2025-04-08,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,6939.7,925.86,12821.2,1205.76,1.81,225,64.3,95.0,819.4,3591.2,15.1,52.3,0,Tuesday,April,False
2025-04-09,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,8362.6,1115.7,12282.1,1871.54,2.02,269,76.7,64.3,573.1,3548.1,17.4,57.5,0,Wednesday,April,False
2025-04-10,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,6948.5,927.04,12342.9,1554.55,1.4,232,66.4,81.9,833.1,3221.2,20.3,56.3,0,Thursday,April,False
2025-04-11,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,6832.8,911.6,12214.7,1870.03,1.52,290,82.8,81.5,704.9,3552.2,15.0,55.8,0,Friday,April,False
2025-04-12,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,3974.7,530.28,5883.7,1675.68,0.5,120,34.2,88.8,556.7,1930.2,17.4,50.9,0,Saturday,April,True
2025-04-13,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4304.3,574.27,6890.5,1220.84,1.06,130,37.1,91.0,399.3,1932.0,16.7,50.1,0,Sunday,April,True
2025-04-14,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7528.4,1004.41,11932.6,2365.44,0.24,263,75.1,76.7,782.4,3176.0,18.2,60.4,0,Monday,April,False
2025-04-15,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,8123.8,1083.85,11996.1,1179.43,1.43,278,79.4,83.0,776.8,3218.8,17.5,64.3,0,Tuesday,April,False
2025-04-16,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7256.0,968.07,11923.2,2095.3,1.08,262,74.8,94.5,681.3,3885.8,18.3,58.8,0,Wednesday,April,False
2025-04-17,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7181.2,958.09,12292.6,693.76,3.14,272,77.8,77.4,812.4,3691.1,17.0,55.3,0,Thursday,April,False
2025-04-18,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7082.1,944.86,12604.9,1537.6,2.08,245,70.1,68.0,799.3,3442.1,15.4,62.5,0,Friday,April,False
2025-04-19,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,3951.4,527.19,6784.5,2626.11,1.43,127,36.3,74.4,482.3,1898.0,15.7,52.3,0,Saturday,April,True
2025-04-20,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,3743.5,499.44,7439.3,1545.67,0.87,164,46.7,65.8,463.3,2203.5,17.1,62.0,0,Sunday,April,True
2025-04-21,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7150.4,953.98,13150.2,1768.34,2.86,272,77.8,81.5,781.6,3483.0,17.5,53.9,0,Monday,April,False
2025-04-22,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,6910.0,921.91,12346.0,2670.07,1.11,247,70.5,88.0,666.9,3448.8,16.3,54.3,0,Tuesday,April,False
2025-04-23,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7784.6,1038.59,11407.5,2112.6,1.48,217,61.9,76.9,670.2,3289.2,19.9,55.6,0,Wednesday,April,False
2025-04-24,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,8138.3,1085.78,13036.0,1865.65,1.18,291,83.2,62.8,949.2,3431.0,18.4,56.9,0,Thursday,April,False
2025-04-25,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7586.1,1012.11,12163.3,2072.58,0.73,292,83.5,87.6,770.2,3082.2,13.9,62.1,0,Friday,April,False
2025-04-26,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,3957.7,528.02,6780.2,884.56,1.18,140,39.9,61.4,548.4,1994.9,16.9,51.2,0,Saturday,April,True
2025-04-27,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4316.0,575.82,6159.4,1419.91,0.87,133,38.1,63.5,366.8,2098.0,15.6,54.9,0,Sunday,April,True
2025-04-28,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7507.1,1001.57,12956.3,1788.34,0.45,253,72.2,76.3,1010.4,3823.9,20.1,59.1,0,Monday,April,False
2025-04-29,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7997.2,1066.95,15170.2,755.14,1.5,254,72.6,80.4,652.7,3344.8,13.9,61.0,0,Tuesday,April,False
2025-04-30,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7123.5,950.38,12076.6,3289.9,2.75,279,79.8,82.0,710.3,2958.1,17.9,49.9,0,Wednesday,April,False
2025-05-01,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7168.1,956.35,13237.7,2163.45,1.5,230,65.7,77.4,810.7,3614.6,17.6,54.6,0,Thursday,May,False
2025-05-02,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7910.3,1055.36,13892.6,2074.29,0.4,244,69.8,94.5,874.0,3863.9,18.7,50.0,0,Friday,May,False
2025-05-03,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4172.0,556.6,6670.5,2500.87,0.34,140,40.0,78.6,460.7,1730.4,18.0,55.4,0,Saturday,May,True
2025-05-04,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4417.9,589.42,5622.0,2143.59,1.95,146,41.8,87.7,298.1,1902.0,20.7,56.8,0,Sunday,May,True
2025-05-05,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7231.8,964.83,13414.6,1572.95,0.56,282,80.5,85.4,695.0,3647.1,19.0,61.7,0,Monday,May,False
2025-05-06,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7838.7,1045.81,12814.0,733.35,1.8,268,76.4,65.9,629.6,3355.4,15.0,47.9,0,Tuesday,May,False
2025-05-07,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7906.6,1054.86,13077.1,1302.74,1.54,305,87.1,76.4,602.7,3140.4,19.9,62.7,0,Wednesday,May,False
2025-05-08,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,6964.0,929.1,12841.9,1320.09,1.63,234,66.8,97.9,758.4,3393.6,18.2,57.1,0,Thursday,May,False
2025-05-09,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7686.1,1025.44,14001.6,2081.06,1.17,297,85.0,73.3,519.5,3444.7,20.1,58.1,0,Friday,May,False
2025-05-10,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,3724.7,496.93,7007.0,1759.02,1.53,129,36.9,71.7,480.9,1716.3,17.6,64.8,0,Saturday,May,True
2025-05-11,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4620.9,616.5,8306.5,773.33,1.02,137,39.2,79.6,464.9,2130.3,16.5,66.8,0,Sunday,May,True
2025-05-12,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7126.0,950.72,13616.3,2228.54,0.49,269,77.0,73.6,944.9,4003.7,16.3,57.0,0,Monday,May,False
2025-05-13,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7667.0,1022.9,13970.6,2506.48,0.15,290,82.9,70.6,638.6,3626.4,19.9,57.1,0,Tuesday,May,False
2025-05-14,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7770.0,1036.64,12960.6,2594.0,1.31,249,71.2,73.5,649.8,3812.3,19.5,58.8,0,Wednesday,May,False
2025-05-15,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7340.2,979.3,13306.1,1344.32,0.95,270,77.0,91.4,880.2,3258.9,17.5,57.3,0,Thursday,May,False
2025-05-16,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,8674.1,1157.26,11254.0,2474.04,2.7,251,71.8,76.7,888.9,3607.5,14.5,53.6,0,Friday,May,False
2025-05-17,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4125.6,550.42,6842.6,1108.07,1.89,110,31.4,65.6,502.7,1927.2,20.2,60.8,0,Saturday,May,True
2025-05-18,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4244.5,566.28,7810.4,2871.58,1.37,142,40.6,63.9,490.5,2071.3,15.6,57.8,0,Sunday,May,True
2025-05-19,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7537.4,1005.61,13034.4,1728.89,0.39,227,64.9,98.7,785.3,2976.3,22.0,61.7,0,Monday,May,False
2025-05-20,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7551.3,1007.47,11953.6,1488.95,2.16,292,83.6,75.9,707.8,3599.7,16.7,69.9,0,Tuesday,May,False
2025-05-21,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7848.7,1047.14,12446.5,1792.4,1.02,293,83.6,82.1,844.1,3849.0,19.0,61.0,0,Wednesday,May,False
2025-05-22,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,8253.5,1101.15,12468.1,1910.57,2.76,238,67.9,70.8,709.9,3757.4,19.4,57.8,0,Thursday,May,False
2025-05-23,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,8015.0,1069.33,13190.0,2019.28,0.13,234,66.8,81.0,772.3,3907.8,19.7,60.4,0,Friday,May,False
2025-05-24,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4177.8,557.39,6808.2,723.88,0.37,134,38.2,91.7,394.2,1957.1,19.7,62.5,1,Saturday,May,True
2025-05-25,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4386.2,585.19,8145.6,2546.89,0.27,150,42.9,71.9,434.9,1643.0,19.5,61.2,0,Sunday,May,True
2025-05-26,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7341.7,979.5,13551.5,1992.52,0.38,273,78.1,82.3,901.9,4019.3,18.8,59.3,0,Monday,May,False
2025-05-27,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,8586.9,1145.63,11871.0,2542.08,0.18,348,99.4,64.8,720.4,3940.4,19.2,54.0,0,Tuesday,May,False
2025-05-28,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7793.8,1039.82,15042.7,2734.79,1.25,251,71.8,96.9,703.1,4162.9,18.6,65.5,0,Wednesday,May,False
2025-05-29,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7839.4,1045.9,13381.0,1651.06,0.41,262,74.8,80.5,748.2,3780.0,19.9,58.0,0,Thursday,May,False
2025-05-30,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,7135.3,951.96,14009.3,2223.62,2.82,310,88.4,74.1,625.8,3879.9,17.2,69.9,0,Friday,May,False
2025-05-31,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4319.1,576.24,7606.4,1365.86,2.24,147,41.9,75.2,459.8,2417.7,20.4,60.8,0,Saturday,May,True
2025-06-01,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,4916.7,655.97,7691.8,1430.56,0.59,127,36.3,73.2,425.5,1814.1,19.8,60.2,0,Sunday,June,True
2025-06-02,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,8439.4,1125.96,13195.1,2651.97,1.75,268,76.7,73.7,756.2,3917.3,21.3,60.6,0,Monday,June,False
2025-06-03,F005,Nairobi Assembly Line,Nairobi,Kenya,Manufacturing,-1.2921,36.8219,9500,350,8704.8,1161.36,13962.8,1268.08,1.17,278,79.3,55.1,797.7,4133.5,19.7,63.8,0,Tuesday,June,False
